respondent_id,UGorGRAD,class_level,first_choice,gender,I01_importance,I01_satisfaction,I02_importance,I02_satisfaction,I03_importance,I03_satisfaction,I04_importance,I04_satisfaction,I05_importance,I05_satisfaction,I06_importance,I06_satisfaction,I07_importance,I07_satisfaction,I08_importance,I08_satisfaction,I09_importance,I09_satisfaction,I10_importance,I10_satisfaction,I11_importance,I11_satisfaction,I12_importance,I12_satisfaction
S047061,UG,Senior,No,Male,5.59,3.95,6.12,6.11,6.41,5.66,5.14,4.54,6.83,7.0,7.0,6.09,5.97,4.91,4.78,3.87,5.96,5.02,4.7,4.45,5.97,5.09,5.6,3.55
S682462,GRAD,Doctoral,No,Female,5.31,3.53,5.87,5.38,4.88,4.12,7.0,6.42,6.01,5.46,5.69,4.07,6.25,5.52,4.8,4.38,6.46,5.35,6.22,4.7,5.34,4.19,6.33,5.88
S287833,UG,Senior,Yes,Female,6.49,5.79,5.11,4.12,6.01,6.9,5.06,4.96,5.5,4.2,5.03,5.04,5.41,4.9,5.81,5.26,6.25,5.91,4.04,3.69,6.5,5.3,7.0,5.93
S270068,UG,Junior,Yes,Male,6.55,5.35,5.19,4.24,6.82,6.02,5.44,5.85,4.84,4.55,5.67,5.61,5.44,3.16,5.41,4.7,5.3,4.82,7.0,6.04,4.89,3.78,5.77,4.79
S538883,UG,Freshman,Yes,Female,5.34,3.97,6.45,5.21,5.95,5.5,5.95,5.36,5.94,5.35,5.67,5.78,7.0,5.85,5.32,5.31,5.75,5.79,6.6,5.22,5.64,5.1,4.91,4.02
S645833,UG,Sophomore,Yes,Male,4.58,4.25,6.17,6.07,5.87,4.37,6.06,5.29,6.2,6.02,5.8,4.91,5.55,4.65,4.64,4.17,5.38,5.83,5.54,5.09,6.28,5.56,5.35,4.51
S229655,UG,Freshman,Yes,Male,6.3,5.85,5.68,6.13,5.71,5.0,6.27,5.6,5.32,3.73,6.1,5.31,6.14,5.56,5.71,4.82,5.21,5.06,5.71,4.74,5.27,4.36,6.08,5.19
S820160,UG,Junior,Yes,Male,5.29,3.97,5.45,4.32,4.76,4.65,6.78,6.16,5.87,4.33,5.08,3.61,5.7,5.23,5.67,5.61,6.27,6.36,5.88,5.7,5.89,6.06,4.74,3.9
S632322,GRAD,Masters,No,Male,6.17,4.53,4.48,4.1,6.51,5.74,6.0,5.18,5.48,5.12,6.71,5.79,4.59,3.86,6.09,4.71,4.98,4.01,5.35,3.32,6.03,4.94,5.8,5.03
S772688,UG,Junior,Yes,Male,4.52,3.54,5.06,5.37,5.33,5.16,5.07,3.85,5.59,4.82,5.85,5.35,4.47,3.63,5.74,4.41,5.16,4.72,5.82,4.65,5.18,5.21,5.93,4.47
S535619,UG,Freshman,Yes,Female,6.24,5.98,6.85,6.07,6.0,5.07,5.55,4.94,4.21,3.85,6.14,5.44,5.35,5.59,5.62,5.54,5.04,4.61,5.61,5.01,5.66,3.94,6.62,6.58
S939769,GRAD,Doctoral,Yes,Female,4.97,3.38,4.93,3.94,4.76,4.02,5.88,5.57,5.57,4.66,5.32,4.66,6.33,6.52,6.41,5.13,4.81,4.7,5.64,5.43,5.61,5.21,6.49,5.38
S039215,GRAD,Masters,Yes,Female,6.14,5.8,5.81,5.27,4.99,3.91,6.94,6.48,6.28,5.43,6.47,6.71,6.17,5.89,4.91,4.38,5.79,6.8,5.81,5.27,5.37,4.86,6.22,5.21
S801046,UG,Freshman,No,Male,5.71,4.98,6.3,5.63,6.56,6.06,4.86,3.67,5.32,4.02,5.55,3.29,6.25,5.24,6.02,4.91,6.4,4.74,4.91,4.18,7.0,6.48,4.4,3.15
S482111,UG,Junior,No,Female,5.13,4.06,4.95,4.13,5.49,4.57,6.42,4.82,5.73,4.67,5.87,4.71,5.11,4.33,4.7,4.05,5.59,5.19,5.72,3.85,5.24,4.66,6.25,4.79
S960980,UG,Junior,No,Male,5.46,3.78,5.81,5.1,6.57,6.35,5.81,5.22,5.25,2.88,5.14,4.14,6.67,5.03,5.2,3.84,4.8,4.1,5.8,5.51,6.3,4.27,6.12,5.27
S247177,UG,Sophomore,Yes,Nonbinary/Other,6.11,4.98,6.26,6.24,5.65,4.6,6.2,5.45,5.92,5.73,5.1,4.09,5.12,5.16,4.97,4.07,6.2,6.23,5.78,5.01,5.46,4.29,5.85,6.09
S577736,UG,Sophomore,Yes,Male,5.76,4.86,5.71,5.36,4.59,3.64,5.64,4.77,5.57,5.73,6.11,5.06,5.83,5.5,6.17,5.88,6.71,5.53,5.57,4.88,5.05,5.12,4.66,4.0
S492142,UG,Freshman,Yes,Male,6.05,5.12,7.0,6.04,6.24,5.29,5.19,4.99,5.14,4.63,5.43,4.8,5.69,4.23,5.66,5.54,5.31,4.54,6.38,5.74,5.76,4.31,5.23,5.03
S964808,UG,Senior,Yes,Female,6.89,6.16,4.7,3.84,5.35,4.65,6.15,5.44,6.5,6.58,5.19,4.8,5.6,4.83,5.69,5.72,5.41,5.13,5.49,4.84,6.09,4.79,5.0,4.67
S579639,UG,Senior,Yes,Male,4.76,3.78,6.34,5.55,6.12,5.21,6.09,6.13,6.26,6.3,5.31,4.31,6.5,5.36,5.04,4.24,6.01,5.51,5.84,5.19,6.25,5.69,4.49,4.41
S630801,GRAD,Doctoral,No,Male,6.67,7.0,5.6,5.29,5.72,4.11,6.28,6.37,5.34,5.04,6.12,5.13,5.28,3.45,5.52,4.43,6.67,5.03,6.48,5.24,6.64,5.68,5.7,5.14
S359713,GRAD,Masters,Yes,Female,5.76,5.31,6.16,5.65,4.77,4.32,5.69,4.91,6.0,5.86,5.32,5.13,4.89,4.64,5.24,4.32,5.39,4.82,5.65,4.75,7.0,6.41,5.22,4.92
