student_id,program_level,modality,college,age,credits_attempted,credits_completed,gpa_term,cum_gpa,satisfaction_overall,satisfaction_advising,satisfaction_online_services,satisfaction_facilities,nps_score,fin_aid_flag,pell_eligible,unmet_need,first_gen,retention_next_term
822,Undergraduate,On-campus,Engineering,22.0,12,11.0,2.94,2.99,2.9,2.6,3.2,3.2,5.0,0,0,4532.0,0,1
823,Undergraduate,On-campus,Sciences,25.0,6,5.0,3.13,3.06,2.4,2.3,3.2,3.7,3.0,1,1,96.0,1,0
824,Undergraduate,Online,Engineering,24.0,11,10.0,2.88,3.01,3.2,3.0,3.8,3.6,7.0,1,0,1923.0,0,1
825,Undergraduate,Hybrid,Engineering,15.0,13,11.0,2.49,2.82,2.0,2.4,2.7,2.8,5.0,1,0,2307.0,1,0
826,Graduate,Hybrid,Education,32.0,6,5.0,3.41,3.42,4.0,3.7,3.2,3.5,5.0,1,1,410.0,0,1
827,Undergraduate,Hybrid,Business,23.0,14,13.0,3.1,3.06,3.0,2.7,2.6,2.9,3.0,0,0,3966.0,0,1
828,Undergraduate,Online,Business,20.0,8,7.0,2.92,2.91,2.7,2.8,4.3,2.9,2.0,1,0,3930.0,0,0
829,Graduate,On-campus,Sciences,18.0,6,6.0,3.82,3.77,3.5,4.1,2.9,3.2,6.0,0,0,6176.0,0,0
830,Undergraduate,Online,Engineering,23.0,6,5.0,2.22,2.22,2.5,2.7,2.8,3.7,4.0,1,0,2145.0,0,0
831,Undergraduate,Online,Engineering,20.0,11,10.0,2.31,2.22,2.8,3.1,4.6,3.8,4.0,1,1,1317.0,0,0
832,Undergraduate,Online,Sciences,23.0,11,10.0,2.36,2.23,3.1,2.8,3.3,2.9,2.0,0,0,3609.0,0,0
833,Undergraduate,On-campus,Sciences,20.0,6,5.0,3.04,3.04,2.5,2.7,3.1,3.3,2.0,0,1,4439.0,0,0
834,Undergraduate,On-campus,Engineering,21.0,8,7.0,2.42,2.43,3.4,3.1,2.4,3.8,3.0,0,0,3064.0,0,1
835,Undergraduate,Online,Business,20.0,12,12.0,3.13,3.09,4.1,4.3,3.5,3.9,7.0,1,1,1062.0,0,1
836,Undergraduate,Online,Engineering,18.0,15,14.0,3.27,3.49,3.1,2.6,4.2,3.8,5.0,1,0,2907.0,0,0
837,Graduate,Online,Sciences,19.0,8,6.0,3.26,3.32,2.9,2.8,3.8,3.0,4.0,1,0,3278.0,0,0
838,Undergraduate,Online,Education,24.0,8,7.0,3.53,3.64,3.3,2.7,2.8,3.1,7.0,1,0,2801.0,0,0
839,Undergraduate,Online,Sciences,24.0,8,7.0,2.69,2.81,2.9,2.6,3.2,2.7,7.0,0,1,3686.0,0,0
840,Undergraduate,Online,Health,24.0,12,11.0,2.3,2.32,3.3,2.9,3.9,3.0,7.0,1,0,1773.0,0,0
841,Undergraduate,On-campus,Business,23.0,9,8.0,2.72,2.75,2.6,2.8,3.4,3.6,4.0,0,1,3531.0,0,0
842,Undergraduate,Online,Education,20.0,9,7.0,3.33,3.2,2.9,2.9,3.3,2.7,2.0,0,1,0.0,0,1
843,Undergraduate,Online,Business,25.0,8,7.0,2.81,2.91,3.1,3.0,3.7,3.0,8.0,0,0,6325.0,0,0
844,Graduate,Online,Business,35.0,15,13.0,3.54,3.49,2.9,2.9,3.0,3.3,6.0,0,0,4242.0,0,0
845,Undergraduate,Hybrid,Engineering,19.0,14,14.0,2.78,2.68,3.3,3.1,2.6,2.6,6.0,1,0,5656.0,0,0
846,Undergraduate,On-campus,Health,19.0,7,6.0,3.6,3.8,3.4,3.5,2.1,3.8,7.0,1,0,4433.0,0,1
847,Undergraduate,On-campus,Sciences,25.0,9,8.0,2.56,2.36,2.4,2.4,3.5,4.0,10.0,0,0,2777.0,1,1
848,Graduate,Online,Business,35.0,13,11.0,3.38,3.64,3.2,3.9,3.5,3.4,5.0,1,0,1954.0,0,0
849,Undergraduate,On-campus,Health,23.0,11,11.0,3.44,3.69,3.2,3.7,3.1,3.4,8.0,0,0,2347.0,0,1
850,Undergraduate,Online,Education,25.0,12,12.0,3.74,3.71,3.1,3.4,2.3,3.7,3.0,0,1,2496.0,0,0
851,Undergraduate,On-campus,Business,19.0,12,9.0,2.63,2.9,2.4,2.5,3.1,4.2,6.0,0,0,1654.0,1,0
852,Graduate,Hybrid,Education,35.0,7,6.0,2.94,2.81,2.9,3.0,3.3,3.3,8.0,0,0,2615.0,1,1
853,Undergraduate,On-campus,Health,22.0,9,9.0,2.75,2.9,2.2,2.6,2.3,3.7,4.0,0,0,2447.0,0,0
854,Graduate,Hybrid,Sciences,28.0,15,14.0,3.03,3.03,2.8,2.9,3.1,3.0,1.0,0,0,5322.0,0,0
855,Undergraduate,On-campus,Health,22.0,15,14.0,3.66,3.39,2.8,2.9,3.1,3.4,6.0,1,1,0.0,0,0
856,Undergraduate,Online,Education,21.0,11,10.0,2.61,2.52,3.6,3.4,3.3,3.6,5.0,0,1,6839.0,1,0
857,Undergraduate,Hybrid,Engineering,24.0,8,8.0,3.26,3.23,3.0,2.8,3.6,3.9,7.0,1,0,2017.0,0,0
858,Undergraduate,Online,Business,25.0,14,13.0,3.42,3.54,3.0,3.0,3.9,3.0,4.0,0,1,5521.0,0,0
859,Undergraduate,On-campus,Business,20.0,9,8.0,2.85,2.78,3.1,2.3,4.4,3.5,10.0,0,0,2554.0,1,0
860,Undergraduate,Online,Sciences,22.0,15,12.0,3.13,3.09,3.0,3.0,3.0,2.9,5.0,1,1,3167.0,0,0
861,Graduate,Online,Sciences,36.0,7,5.0,3.0,3.08,2.8,2.7,3.7,3.0,6.0,1,0,297.0,0,1
862,Undergraduate,Online,Health,15.0,11,10.0,3.77,3.84,3.9,4.2,4.1,2.7,4.0,1,0,289.0,1,1
863,Undergraduate,Online,Engineering,23.0,6,4.0,2.15,2.14,2.6,3.0,3.2,3.4,2.0,0,1,5142.0,1,0
864,Undergraduate,Online,Engineering,24.0,11,10.0,2.95,2.9,3.5,4.3,4.2,2.7,3.0,0,0,3817.0,0,0
865,Undergraduate,On-campus,Education,23.0,15,13.0,2.44,2.58,2.6,2.8,3.2,3.4,2.0,0,0,3703.0,1,0
866,Undergraduate,Online,Engineering,16.0,6,6.0,3.01,2.96,3.3,3.3,2.8,3.2,7.0,0,0,2495.0,1,0
867,Undergraduate,Online,Business,21.0,13,12.0,2.66,2.48,3.3,3.1,3.0,2.7,4.0,1,1,693.0,1,0
868,Undergraduate,On-campus,Health,15.0,10,9.0,2.87,2.81,2.6,2.3,2.9,3.3,2.0,0,1,1106.0,0,0
869,Graduate,Online,Health,36.0,11,8.0,3.05,3.13,2.9,3.2,3.5,2.7,4.0,0,0,3215.0,0,0
870,Graduate,On-campus,Education,31.0,7,5.0,3.11,3.09,3.4,3.4,3.6,4.0,7.0,1,0,2884.0,0,1
871,Undergraduate,On-campus,Engineering,26.0,7,7.0,3.43,3.35,3.3,3.4,3.1,4.2,7.0,1,1,2119.0,1,1
872,Undergraduate,Hybrid,Engineering,25.0,14,12.0,2.79,2.6,2.9,2.9,3.6,2.9,7.0,0,0,4135.0,0,1
873,Undergraduate,On-campus,Engineering,19.0,8,8.0,3.57,3.55,3.5,3.5,3.1,4.7,5.0,0,0,920.0,0,1
874,Undergraduate,Online,Sciences,19.0,11,10.0,3.39,3.42,3.6,3.7,3.5,2.8,9.0,0,0,4295.0,0,1
875,Undergraduate,On-campus,Education,23.0,15,13.0,3.75,3.6,3.7,3.8,3.0,3.4,8.0,0,0,3522.0,0,0
876,Undergraduate,Online,Business,19.0,10,8.0,3.1,3.07,2.8,3.1,3.9,3.4,2.0,1,0,1321.0,0,1
877,Graduate,Online,Engineering,36.0,9,9.0,3.86,3.7,3.6,3.2,3.6,3.4,7.0,0,0,2147.0,0,1
878,Undergraduate,On-campus,Sciences,21.0,15,12.0,2.28,2.26,3.0,3.2,2.8,3.5,5.0,1,0,3496.0,1,0
879,Undergraduate,Online,Business,17.0,7,6.0,2.66,2.92,3.7,3.3,3.6,3.6,5.0,1,1,0.0,0,1
880,Undergraduate,On-campus,Engineering,15.0,13,12.0,2.89,2.92,2.6,2.8,2.9,4.1,5.0,1,0,650.0,0,0
881,Undergraduate,Hybrid,Business,23.0,15,13.0,2.9,2.66,3.0,3.1,2.9,3.2,4.0,0,0,4221.0,1,1
882,Undergraduate,Hybrid,Health,20.0,12,12.0,3.94,3.99,3.5,3.5,3.6,3.1,7.0,1,0,1729.0,0,1
883,Undergraduate,Hybrid,Sciences,20.0,7,6.0,2.89,3.09,2.4,2.4,3.0,3.0,3.0,1,0,3067.0,0,0
884,Undergraduate,Online,Engineering,24.0,11,11.0,2.29,2.08,2.7,2.7,4.4,2.8,4.0,1,0,2645.0,1,0
885,Graduate,Online,Sciences,36.0,13,10.0,2.78,2.62,2.5,2.8,3.8,2.9,6.0,1,1,981.0,0,0
886,Undergraduate,On-campus,Sciences,21.0,12,11.0,3.21,3.25,2.9,3.2,2.8,3.8,9.0,1,1,0.0,0,1
887,Undergraduate,Online,Sciences,21.0,6,5.0,2.79,2.78,2.7,3.0,3.2,3.2,4.0,0,0,5130.0,1,1
888,Undergraduate,On-campus,Health,24.0,10,8.0,3.79,3.97,3.4,3.0,2.6,3.5,3.0,1,0,2241.0,0,0
889,Undergraduate,On-campus,Health,18.0,7,5.0,2.18,2.15,2.4,2.6,3.3,3.4,7.0,1,0,527.0,0,0
890,Undergraduate,On-campus,Business,23.0,11,9.0,3.44,3.56,3.0,2.3,2.8,3.4,5.0,1,0,0.0,0,0
891,Graduate,Online,Health,30.0,12,10.0,3.17,3.4,3.9,3.3,2.6,3.2,7.0,1,0,2999.0,0,1
892,Graduate,Online,Business,22.0,12,11.0,2.74,2.61,3.1,3.4,2.8,3.2,5.0,1,1,1047.0,0,0
893,Graduate,Online,Health,32.0,8,8.0,3.17,3.28,4.0,3.6,3.1,3.2,7.0,0,1,1782.0,0,0
894,Undergraduate,Online,Business,20.0,12,10.0,3.23,3.17,3.5,3.4,3.6,3.0,6.0,1,1,3767.0,0,0
895,Undergraduate,Hybrid,Health,19.0,10,10.0,2.88,2.55,3.3,3.7,3.1,2.9,4.0,1,0,0.0,0,1
896,Undergraduate,Online,Sciences,22.0,13,11.0,2.81,2.88,2.8,3.0,3.9,3.2,6.0,0,0,3625.0,1,0
897,Undergraduate,Online,Education,23.0,13,12.0,3.08,3.17,3.0,3.1,3.1,3.5,6.0,1,0,3587.0,0,0
898,Graduate,Online,Sciences,23.0,12,11.0,3.43,3.2,3.4,3.4,3.4,3.0,5.0,1,0,3233.0,0,1
899,Undergraduate,On-campus,Business,21.0,11,10.0,3.49,3.42,3.6,3.6,3.8,2.6,5.0,1,0,545.0,0,1
900,Undergraduate,On-campus,Sciences,21.0,7,6.0,3.01,2.92,2.8,2.6,3.0,3.1,3.0,1,1,3976.0,1,0
901,Undergraduate,Online,Business,25.0,11,9.0,3.35,3.47,2.8,2.7,3.6,3.6,6.0,1,0,4630.0,1,0
902,Undergraduate,Online,Engineering,23.0,14,12.0,3.02,2.79,3.4,3.4,3.2,3.6,6.0,1,1,3537.0,1,1
903,Undergraduate,Online,Sciences,26.0,7,5.0,3.29,3.31,3.4,3.5,3.4,3.5,5.0,1,0,1200.0,0,1
904,Undergraduate,Online,Engineering,23.0,6,5.0,3.51,3.16,3.2,3.2,3.7,3.4,3.0,1,0,2162.0,0,1
905,Undergraduate,On-campus,Sciences,19.0,10,8.0,3.61,3.67,3.1,2.4,3.4,4.0,1.0,0,1,5387.0,0,0
906,Graduate,On-campus,Business,33.0,11,10.0,2.66,2.68,2.4,2.9,3.1,3.5,4.0,0,0,4666.0,0,0
907,Graduate,Online,Business,28.0,8,7.0,3.2,3.12,3.7,4.0,3.4,3.3,6.0,0,0,3043.0,1,1
908,Undergraduate,Online,Engineering,24.0,13,11.0,2.87,3.08,3.1,3.0,3.6,2.9,6.0,0,1,3181.0,0,0
909,Undergraduate,Hybrid,Business,26.0,12,11.0,2.96,2.57,3.1,3.4,2.8,3.1,7.0,1,0,213.0,0,0
910,Undergraduate,Online,Engineering,28.0,7,6.0,2.74,2.74,2.8,2.7,3.4,4.0,4.0,1,0,4224.0,1,1
911,Undergraduate,On-campus,Education,25.0,12,10.0,2.64,2.82,3.3,3.4,3.2,3.3,2.0,1,0,2347.0,0,0
912,Undergraduate,Online,Engineering,25.0,6,5.0,3.04,3.06,3.3,2.7,3.9,2.7,4.0,1,1,4614.0,1,0
913,Undergraduate,Online,Education,20.0,14,12.0,2.55,2.75,2.1,2.2,3.1,3.1,9.0,0,1,761.0,0,1
914,Undergraduate,Online,Sciences,19.0,12,10.0,2.47,2.4,3.1,3.0,3.4,3.0,8.0,0,1,2043.0,1,0
915,Undergraduate,On-campus,Sciences,25.0,11,9.0,2.26,2.23,2.4,2.5,2.7,3.7,5.0,1,0,2421.0,1,0
916,Undergraduate,Hybrid,Engineering,23.0,7,7.0,3.19,3.37,3.0,3.5,2.9,3.5,4.0,1,1,5392.0,0,1
917,Undergraduate,Online,Health,22.0,8,7.0,3.11,3.24,3.7,3.7,3.9,3.1,5.0,1,1,2117.0,0,0
918,Graduate,Online,Engineering,27.0,6,5.0,2.79,3.15,3.1,3.0,3.3,4.0,9.0,1,0,1360.0,0,1
919,Graduate,Online,Health,35.0,15,12.0,3.62,3.64,4.2,4.1,3.5,3.7,6.0,1,0,2527.0,0,1
920,Undergraduate,Online,Sciences,26.0,10,10.0,2.6,2.63,3.0,2.6,3.0,2.9,4.0,1,0,1486.0,1,1
921,Graduate,Online,Sciences,33.0,14,12.0,3.35,3.28,3.2,3.3,3.3,3.2,8.0,1,0,3919.0,0,0
922,Undergraduate,Online,Business,24.0,11,10.0,2.99,2.96,2.5,2.7,2.9,3.4,1.0,0,0,5292.0,0,0
923,Graduate,On-campus,Health,32.0,10,9.0,3.03,3.19,2.6,2.6,3.2,3.3,3.0,1,0,4915.0,1,0
924,Graduate,Online,Engineering,27.0,8,7.0,2.7,2.7,2.9,3.2,3.6,2.4,3.0,1,0,37.0,0,0
925,Undergraduate,Online,Sciences,21.0,10,9.0,2.74,2.62,3.7,4.0,3.6,4.0,8.0,0,0,1292.0,0,1
926,Undergraduate,Hybrid,Education,24.0,13,11.0,3.04,2.98,2.8,2.8,3.3,2.8,4.0,0,0,3651.0,1,0
927,Undergraduate,Online,Health,18.0,7,5.0,3.18,3.17,3.9,4.1,3.6,3.5,2.0,0,0,5224.0,0,1
928,Undergraduate,Hybrid,Health,25.0,10,10.0,2.83,2.72,2.5,3.2,2.5,3.5,3.0,1,0,4037.0,0,0
929,Undergraduate,Online,Health,18.0,11,10.0,2.69,2.62,2.7,2.5,3.2,2.9,4.0,1,0,2860.0,0,1
930,Undergraduate,Hybrid,Education,23.0,15,14.0,3.02,2.87,3.5,3.7,2.2,4.0,5.0,1,1,3221.0,1,0
931,Undergraduate,On-campus,Sciences,19.0,13,12.0,2.31,2.25,2.3,2.3,2.9,3.6,5.0,1,0,4772.0,0,0
932,Graduate,Hybrid,Engineering,32.0,13,11.0,2.99,3.16,3.4,3.7,2.8,3.3,7.0,1,0,1318.0,0,0
933,Graduate,Hybrid,Health,38.0,10,9.0,3.24,3.25,2.8,2.6,3.1,2.6,4.0,1,1,4201.0,0,1
934,Undergraduate,Online,Engineering,17.0,14,11.0,2.63,3.0,2.7,2.8,4.5,2.4,4.0,0,0,6246.0,0,1
935,Undergraduate,Hybrid,Engineering,23.0,9,8.0,2.9,2.79,3.2,3.0,3.4,3.1,5.0,1,1,1172.0,0,0
936,Undergraduate,Online,Business,20.0,14,12.0,3.35,3.42,3.1,2.6,4.1,3.7,6.0,1,0,1076.0,1,1
937,Undergraduate,Online,Business,25.0,12,10.0,3.24,3.27,3.2,3.6,3.8,2.5,4.0,0,0,5137.0,0,0
938,Graduate,Online,Engineering,28.0,11,10.0,3.66,3.76,3.7,3.6,3.5,3.3,2.0,0,0,6986.0,0,0
939,Undergraduate,On-campus,Engineering,23.0,9,7.0,2.92,2.83,2.8,2.5,3.1,3.6,4.0,0,1,2233.0,0,0
940,Undergraduate,Online,Business,19.0,7,6.0,2.48,2.42,2.7,2.5,3.8,3.7,6.0,1,0,5380.0,0,0
941,Undergraduate,On-campus,Health,20.0,13,12.0,3.17,3.23,2.5,3.0,3.2,4.0,4.0,1,0,1059.0,0,1
942,Undergraduate,On-campus,Sciences,21.0,11,10.0,2.43,2.35,3.2,3.6,3.0,3.7,8.0,1,1,1670.0,0,1
943,Undergraduate,On-campus,Education,25.0,8,8.0,2.17,1.9,3.1,3.0,3.7,3.6,6.0,0,0,2306.0,0,1
944,Graduate,Hybrid,Engineering,31.0,12,10.0,3.05,3.25,3.2,3.5,3.3,2.9,4.0,1,0,3146.0,1,1
945,Undergraduate,Online,Education,20.0,15,13.0,3.09,3.22,3.2,2.9,2.9,2.7,8.0,1,0,2703.0,0,1
946,Undergraduate,Online,Education,25.0,12,9.0,3.26,3.2,3.3,3.5,3.4,2.9,4.0,1,0,2575.0,0,0
947,Undergraduate,Online,Health,15.0,11,11.0,2.71,2.74,3.4,3.3,3.5,2.8,2.0,0,0,3058.0,0,1
948,Graduate,Online,Health,24.0,7,5.0,3.25,3.4,3.7,3.8,3.3,3.2,6.0,1,0,1859.0,0,0
949,Graduate,Online,Engineering,24.0,13,12.0,3.29,3.49,3.1,2.7,3.3,3.2,4.0,1,0,2400.0,0,0
950,Undergraduate,Online,Engineering,18.0,6,5.0,2.84,2.86,3.5,3.3,3.3,3.1,5.0,1,1,1608.0,0,1
951,Undergraduate,Online,Education,17.0,6,5.0,3.36,3.27,3.6,3.7,2.8,3.2,3.0,0,0,3936.0,1,1
952,Undergraduate,Hybrid,Sciences,23.0,11,9.0,2.88,3.1,3.4,3.5,2.3,3.0,5.0,0,0,1755.0,0,1
953,Undergraduate,On-campus,Sciences,21.0,10,10.0,2.72,2.73,2.1,1.7,2.8,3.9,5.0,1,1,0.0,0,0
954,Graduate,Online,Education,34.0,14,11.0,3.19,3.17,3.1,2.8,3.3,3.3,6.0,1,0,3020.0,0,0
955,Undergraduate,On-campus,Engineering,24.0,12,12.0,3.14,3.18,2.9,3.0,2.6,3.4,3.0,1,0,3069.0,1,1
956,Undergraduate,Online,Sciences,23.0,7,6.0,3.39,3.56,3.2,3.3,3.1,2.7,2.0,1,0,2852.0,0,0
957,Undergraduate,Online,Sciences,24.0,12,11.0,2.66,2.65,3.8,4.0,3.4,3.2,6.0,1,0,3292.0,0,1
958,Undergraduate,On-campus,Business,22.0,8,7.0,3.25,3.4,2.9,3.0,3.5,4.1,4.0,0,0,3321.0,0,1
959,Undergraduate,Online,Education,18.0,6,5.0,2.59,2.56,3.2,2.9,3.9,3.4,4.0,1,0,1972.0,1,0
960,Graduate,Online,Education,32.0,13,11.0,3.37,3.46,3.4,3.3,3.9,3.5,5.0,0,0,3283.0,0,0
961,Undergraduate,Hybrid,Business,20.0,8,6.0,2.95,2.81,2.9,3.1,2.7,3.5,5.0,0,1,785.0,0,0
962,Undergraduate,Hybrid,Engineering,19.0,13,11.0,3.05,3.21,2.7,2.4,3.0,3.7,6.0,0,0,4862.0,0,0
963,Undergraduate,On-campus,Education,21.0,12,10.0,2.66,2.56,3.6,3.3,3.6,3.9,6.0,1,0,3678.0,1,0
964,Undergraduate,On-campus,Business,19.0,7,6.0,3.11,3.18,2.9,2.8,2.4,3.7,7.0,1,0,3898.0,0,1
965,Undergraduate,On-campus,Education,21.0,6,5.0,2.73,2.51,3.1,3.2,2.9,3.4,5.0,1,0,2034.0,1,0
966,Undergraduate,Online,Health,23.0,12,11.0,2.8,2.8,3.1,2.5,3.6,3.6,7.0,1,0,1424.0,1,0
967,Graduate,Online,Engineering,29.0,6,5.0,3.52,3.55,3.3,3.2,2.8,2.2,6.0,0,0,3294.0,0,1
968,Undergraduate,Online,Education,19.0,11,10.0,2.66,2.56,3.1,3.3,3.7,3.7,7.0,0,1,2727.0,0,1
969,Undergraduate,Online,Business,21.0,15,14.0,2.76,2.74,3.2,3.4,4.1,3.5,3.0,1,1,0.0,0,0
970,Undergraduate,On-campus,Engineering,25.0,15,14.0,3.1,3.14,2.8,2.5,3.6,4.3,5.0,1,0,2946.0,0,0
971,Undergraduate,Online,Sciences,23.0,13,11.0,3.18,3.26,3.0,3.1,3.4,2.8,9.0,0,0,5265.0,0,0
972,Graduate,Hybrid,Business,29.0,12,9.0,3.09,3.11,3.2,3.5,3.4,3.7,2.0,1,0,2825.0,0,1
973,Graduate,Hybrid,Engineering,28.0,9,6.0,2.88,3.08,3.0,3.2,2.4,3.5,9.0,1,0,2534.0,0,0
974,Undergraduate,On-campus,Health,25.0,6,5.0,3.64,3.81,3.0,2.9,3.2,3.4,8.0,1,1,1059.0,0,1
975,Undergraduate,On-campus,Engineering,18.0,6,4.0,2.99,2.99,2.5,1.8,3.0,3.5,6.0,0,0,5143.0,1,0
976,Undergraduate,Hybrid,Sciences,24.0,9,8.0,2.76,2.56,3.0,3.1,3.0,3.1,2.0,0,0,3868.0,0,0
977,Undergraduate,Online,Engineering,22.0,10,10.0,2.33,2.26,2.1,2.6,3.5,3.1,4.0,0,0,2172.0,0,0
978,Undergraduate,On-campus,Business,20.0,12,9.0,2.57,2.24,2.6,2.8,3.3,3.1,6.0,1,0,4485.0,0,0
979,Undergraduate,Online,Education,23.0,9,7.0,2.58,2.55,3.0,3.2,2.9,3.7,2.0,0,1,4470.0,0,0
980,Undergraduate,On-campus,Business,25.0,15,14.0,3.76,3.97,4.0,4.1,2.7,3.2,7.0,1,1,4482.0,0,0
981,Undergraduate,Online,Sciences,24.0,6,4.0,2.6,2.72,3.0,3.3,3.4,2.8,5.0,1,1,3744.0,0,0
982,Graduate,Hybrid,Sciences,26.0,15,14.0,3.24,3.25,3.0,3.1,2.4,3.7,4.0,1,0,1565.0,1,0
983,Undergraduate,Hybrid,Engineering,24.0,12,12.0,3.15,3.04,3.2,2.7,3.2,2.6,3.0,0,0,3572.0,0,0
984,Undergraduate,Online,Engineering,20.0,7,6.0,3.41,3.43,3.1,3.4,3.8,3.1,8.0,1,0,4017.0,0,1
985,Graduate,Online,Sciences,34.0,7,6.0,3.36,3.68,3.3,3.0,4.1,2.8,7.0,1,0,737.0,1,0
986,Undergraduate,Hybrid,Sciences,21.0,13,12.0,2.77,2.99,2.9,2.9,3.1,3.9,5.0,1,0,4984.0,0,0
987,Undergraduate,Online,Education,21.0,15,12.0,2.68,2.66,3.3,3.5,4.3,3.7,5.0,0,1,3991.0,0,0
988,Undergraduate,Hybrid,Business,24.0,15,14.0,3.11,2.89,2.8,2.6,3.1,2.9,4.0,0,0,5242.0,0,0
989,Undergraduate,On-campus,Engineering,19.0,15,12.0,2.64,2.97,2.7,2.4,2.6,3.2,1.0,0,1,3984.0,0,1
990,Graduate,Online,Sciences,36.0,10,10.0,3.14,3.03,2.6,2.7,3.5,3.5,7.0,1,0,2580.0,1,0
991,Graduate,Online,Education,41.0,15,14.0,2.5,2.58,3.2,2.9,3.4,3.4,6.0,0,0,3564.0,0,0
992,Undergraduate,Online,Engineering,20.0,7,6.0,2.44,2.21,2.8,2.7,3.7,3.1,7.0,0,0,3780.0,0,0
993,Undergraduate,On-campus,Health,23.0,10,10.0,3.74,3.69,4.0,4.3,3.2,3.4,5.0,0,0,0.0,0,0
994,Undergraduate,Online,Education,24.0,13,13.0,3.24,3.01,3.5,4.0,3.6,3.1,6.0,1,0,3344.0,0,0
995,Undergraduate,On-campus,Business,22.0,11,10.0,3.62,3.45,2.9,2.4,3.5,4.0,6.0,1,1,5268.0,1,0
996,Undergraduate,Online,Business,22.0,8,6.0,3.13,2.99,2.8,2.7,3.3,3.8,7.0,0,1,2256.0,0,0
997,Graduate,On-campus,Engineering,23.0,13,11.0,3.4,3.47,3.4,3.8,3.3,4.3,9.0,0,0,1798.0,0,1
998,Undergraduate,Hybrid,Engineering,21.0,14,14.0,3.15,3.14,3.8,3.7,3.2,2.9,5.0,1,0,4853.0,1,1
999,Graduate,Hybrid,Business,37.0,10,8.0,3.26,3.67,3.7,3.9,3.1,3.2,5.0,1,0,3066.0,0,1
1000,Undergraduate,Online,Engineering,25.0,7,6.0,2.12,2.29,2.3,2.6,3.5,3.7,4.0,0,0,5357.0,0,0
1001,Undergraduate,Hybrid,Business,25.0,7,6.0,2.6,2.77,2.9,2.7,2.6,2.9,4.0,1,1,2755.0,1,0
1002,Undergraduate,On-campus,Sciences,19.0,12,11.0,2.98,3.06,3.3,3.4,3.0,3.3,10.0,1,1,609.0,0,1
1003,Graduate,On-campus,Health,32.0,6,6.0,3.15,3.19,2.4,2.5,3.0,3.9,1.0,1,0,3863.0,0,0
1004,Graduate,Hybrid,Engineering,38.0,15,14.0,3.24,3.42,3.5,3.8,2.8,3.0,10.0,1,0,1761.0,0,1
1005,Graduate,Online,Education,30.0,7,6.0,2.92,2.56,2.9,2.4,3.0,2.6,6.0,0,0,2761.0,0,0
1006,Undergraduate,Online,Engineering,23.0,15,14.0,3.17,3.08,3.2,3.6,3.3,2.9,5.0,1,0,3458.0,0,0
1007,Undergraduate,Hybrid,Engineering,20.0,9,7.0,3.29,3.09,3.3,3.5,2.9,3.6,4.0,1,1,2259.0,1,0
1008,Graduate,Online,Business,33.0,6,5.0,3.3,3.02,3.8,3.5,3.0,3.3,6.0,1,0,3120.0,0,0
1009,Undergraduate,Hybrid,Health,19.0,9,8.0,3.45,3.33,3.8,3.8,2.6,2.6,5.0,0,0,4566.0,0,0
1010,Undergraduate,Hybrid,Education,27.0,15,14.0,3.45,3.28,3.1,3.4,2.3,3.0,8.0,0,0,5245.0,0,0
1011,Undergraduate,Online,Education,19.0,10,7.0,2.98,3.16,3.0,2.7,3.6,3.9,6.0,0,0,5945.0,1,0
1012,Graduate,Hybrid,Engineering,42.0,14,12.0,3.44,3.45,3.0,2.7,3.5,3.2,8.0,0,0,4317.0,0,0
1013,Graduate,Online,Health,31.0,6,6.0,3.63,3.33,3.8,3.8,3.5,3.1,5.0,1,0,4667.0,1,1
1014,Undergraduate,On-campus,Engineering,20.0,10,9.0,2.65,2.7,3.1,3.0,2.9,3.6,5.0,0,1,5198.0,0,0
1015,Graduate,On-campus,Health,26.0,7,6.0,3.42,3.27,3.5,3.6,2.5,3.7,5.0,0,0,5110.0,0,0
1016,Graduate,Hybrid,Engineering,35.0,14,12.0,3.6,3.61,3.4,3.6,2.2,3.0,5.0,0,0,3138.0,1,0
1017,Undergraduate,Online,Sciences,26.0,11,11.0,2.33,2.39,3.0,3.1,3.5,3.7,3.0,1,0,3970.0,0,0
1018,Undergraduate,Online,Sciences,22.0,7,6.0,2.77,2.66,3.0,3.0,3.7,3.0,6.0,1,0,3141.0,0,0
1019,Graduate,On-campus,Engineering,33.0,8,7.0,3.35,3.38,3.0,3.2,2.8,4.0,6.0,0,0,1987.0,0,1
1020,Undergraduate,On-campus,Engineering,21.0,13,11.0,2.74,2.8,3.1,3.1,3.5,4.3,5.0,1,0,724.0,0,1
1021,Undergraduate,On-campus,Business,24.0,6,5.0,3.1,3.08,3.1,2.9,2.8,3.8,6.0,1,1,178.0,1,0
1022,Undergraduate,Online,Engineering,20.0,8,8.0,3.49,3.38,3.3,3.6,3.9,2.8,4.0,0,1,1710.0,0,0
1023,Graduate,Online,Health,39.0,15,12.0,3.61,3.61,3.9,3.2,3.2,3.3,6.0,1,0,857.0,1,0
1024,Graduate,Online,Sciences,26.0,6,5.0,2.92,2.9,2.9,2.9,2.4,3.0,7.0,0,1,4755.0,1,1
1025,Graduate,Hybrid,Health,24.0,13,12.0,2.84,2.89,3.0,2.9,3.4,3.6,7.0,1,0,2623.0,0,1
1026,Undergraduate,Online,Sciences,27.0,6,5.0,2.75,2.71,2.6,2.3,3.1,3.3,8.0,0,1,4824.0,0,0
